"attrib_name","TCGA.3H.AB3K","TCGA.3H.AB3L","TCGA.3H.AB3M","TCGA.3H.AB3O","TCGA.3H.AB3S","TCGA.3H.AB3T","TCGA.3H.AB3U","TCGA.3H.AB3X","TCGA.3U.A98D","TCGA.3U.A98E","TCGA.3U.A98F","TCGA.3U.A98G","TCGA.3U.A98H","TCGA.3U.A98I","TCGA.3U.A98J","TCGA.LK.A4NW","TCGA.LK.A4NY","TCGA.LK.A4NZ","TCGA.LK.A4O0","TCGA.LK.A4O2","TCGA.LK.A4O4","TCGA.LK.A4O5","TCGA.LK.A4O6","TCGA.LK.A4O7","TCGA.MQ.A4KX","TCGA.MQ.A4LC","TCGA.MQ.A4LI","TCGA.MQ.A4LJ","TCGA.MQ.A4LM","TCGA.MQ.A4LP","TCGA.MQ.A4LV","TCGA.MQ.A6BL","TCGA.MQ.A6BN","TCGA.MQ.A6BQ","TCGA.MQ.A6BR","TCGA.MQ.A6BS","TCGA.NQ.A57I","TCGA.NQ.A638","TCGA.SC.A6LM","TCGA.SC.A6LN","TCGA.SC.A6LP","TCGA.SC.A6LQ","TCGA.SC.A6LR","TCGA.SC.AA5Z","TCGA.SH.A7BC","TCGA.SH.A7BD","TCGA.SH.A7BH","TCGA.SH.A9CT","TCGA.SH.A9CU","TCGA.TS.A7OU","TCGA.TS.A7OY","TCGA.TS.A7OZ","TCGA.TS.A7P0","TCGA.TS.A7P1","TCGA.TS.A7P3","TCGA.TS.A7P6","TCGA.TS.A7P7","TCGA.TS.A7P8","TCGA.TS.A7PB","TCGA.TS.A8AF","TCGA.TS.A8AI","TCGA.TS.A8AS","TCGA.TS.A8AV","TCGA.TS.A8AY","TCGA.UD.AABY","TCGA.UD.AABZ","TCGA.UD.AAC1","TCGA.UD.AAC4","TCGA.UD.AAC5","TCGA.UD.AAC6","TCGA.UD.AAC7","TCGA.UT.A88C","TCGA.UT.A88D","TCGA.UT.A88E","TCGA.UT.A88G","TCGA.UT.A97Y","TCGA.XT.AASU","TCGA.YS.A95B","TCGA.YS.A95C","TCGA.YS.AA4M","TCGA.ZN.A9VO","TCGA.ZN.A9VP","TCGA.ZN.A9VQ","TCGA.ZN.A9VS","TCGA.ZN.A9VU","TCGA.ZN.A9VV","TCGA.ZN.A9VW"
"ADAMTSL5",4.8298,6.0793,5.4611,7.0342,6.7563,6.3251,5.5165,4.2155,8.7046,3.849,2.1745,7.1033,6.3616,6.4018,5.2013,4.4817,5.6847,4.9485,8.3157,6.7666,4.7445,7.0833,5.8838,7.6559,3.0366,4.2345,7.9385,5.8899,7.9479,3.845,7.8262,8.0326,4.4011,5.5677,4.8985,3.9887,7.5103,8.2319,2.5534,5.3629,7.8823,6.0657,7.5218,5.5052,6.2445,5.6856,6.5623,7.1809,4.8478,5.0901,6.5976,5.4167,6.8049,7.2737,4.5627,7.6945,4.6409,3.8002,5.7067,6.2945,7.8004,3.3774,6.8485,5.0586,5.2267,6.5325,8.3302,4.2113,4.5758,4.4012,6.7339,3.6449,6.9963,7.0292,7.2648,5.8869,7.3699,6.5738,4.6339,5.4399,1.9729,7.0448,3.7907,3.3362,3.8055,5.667,8.0594
"ADCY1",5.7398,4.3972,4.0429,5.5331,5.4477,6.4753,6.61,4.2155,4.2445,1.8805,11.4743,7.8853,6.4175,5.6147,4.4903,6.3718,3.1243,6.7097,5.1232,5.7404,4.5213,4.4749,6.4987,5.5698,4.6809,6.4331,3.4431,4.8194,6.2659,4.913,7.7011,4.7595,4.947,5.5071,4.1515,7.1984,6.6192,3.2861,8.4311,6.25,5.4893,5.5905,5.0519,5.8299,4.5107,6.9584,3.8927,4.7589,4.8478,4.3974,4.9303,4.8082,2.7823,2.5041,7.5792,3.3855,7.5242,5.08,4.0802,4.0866,6.2846,5.8293,6.2204,4.2228,7.1338,6.7597,2.5167,4.1448,6.2764,4.7485,4.8182,7.6504,7.1504,8.647,5.9768,7.5316,8.2492,4.9028,5.1873,6.0712,6.3414,3.6065,6.7831,3.7802,3.5473,7.4001,7.6328
"ADCYAP1",8.7654,11.719,10.5463,8.9341,9.6192,2.6072,10.7932,8.6023,12.457,9.2624,5.4579,2.415,9.3305,7.6382,9.5983,10.8594,9.0089,11.4915,4.7477,11.2845,7.654,12.1867,9.8225,11.4164,10.1182,10.195,7.4651,8.3283,1.9538,8.0962,8.4845,8.2086,9.6056,10.4048,10.1547,7.4917,1.3579,10.9671,7.0732,11.277,7.9301,11.019,9.2591,7.134,11.1048,11.6114,2.1581,8.3619,12.1924,10.3881,8.0093,10.627,10.3189,11.4827,5.4734,10.881,7.8677,8.5469,10.8561,11.7641,9.0441,9.4296,3.6649,8.0178,7.1713,11.2751,8.6504,8.2475,8.0122,11.7534,10.532,11.6368,8.5428,10.8172,9.1818,7.6408,7.1361,10.0401,9.6253,8.9733,9.3583,9.7318,7.2158,7.0044,9.5503,13.6788,9.4901
"ADD2",7.7524,8.5043,8.757,7.1624,7.5233,5.121,9.7674,7.6339,9.3201,3.2604,10.2077,7.7467,7.7366,7.0601,4.6749,6.0905,7.9723,6.4802,4.551,7.8178,3.0247,9.3925,7.5702,9.1905,7.8788,6.5348,8.7389,8.8217,7.6298,4.4601,9.1745,8.0135,6.9115,6.1465,6.0327,5.9416,4.9216,3.9749,9.0041,8.9364,1.8663,7.4769,8.7036,9.2171,7.3913,6.4632,8.7954,9.6125,10.267,3.1169,8.408,8.6802,6.7453,8.8684,8.8581,8.0109,10.968,8.7736,7.3455,9.7154,6.7647,5.938,6.0981,7.7086,9.4573,6.7702,3.8928,10.1293,6.6793,8.3331,5.6034,8.3648,8.6459,7.7277,9.0822,6.8608,8.2866,9.554,6.155,6.5216,6.9051,10.1019,5.686,5.6079,8.912,4.6497,9.5614
"ADH1B",15.4977,7.309,9.0325,8.5882,5.8951,2.8113,13.4068,6.8634,8.0283,16.2464,11.3764,4.5025,11.7605,0.9175,12.821,11.3058,11.7348,13.4227,5.9946,5.4425,11.1657,8.9777,9.8632,7.5342,12.6479,16.0569,7.4351,8.8906,4.6799,5.5349,0.5051,5.8357,5.0412,14.7103,10.3105,9.8648,2.1754,7.0083,6.9896,7.2178,6.114,10.492,14.4448,10.8363,8.4037,10.5997,1.847,9.9114,11.994,13.698,8.5173,10.1783,12.3507,2.2444,9.3044,6.2142,5.3546,10.7671,13.4384,5.275,3.0284,14.2479,8.1096,8.5058,2.5245,5.1908,8.1128,13.8527,6.8814,8.5434,5.2475,10.8853,10.3582,8.213,5.4323,5.1343,10.1126,4.0353,15.4055,10.242,13.8124,7.2705,7.9155,10.8904,15.2301,9.4057,6.599
"ADH1C",8.8479,10.882,9.4206,8.4403,6.6605,1.7291,9.2611,6.881,7.6091,6.8009,8.9201,1.2895,12.2987,7.0407,9.7249,7.1493,11.142,9.4898,2.0154,3.9456,4.127,9.8327,9.0101,9.5235,9.6555,8.1886,9.1194,11.0735,1.4017,8.3871,0,2.3038,2.8573,10.3678,5.6364,11.247,1.9013,12.8343,8.1743,7.2761,6.809,8.9682,11.2759,12.0532,5.8481,3.7507,0,7.67,12.1934,11.5937,6.2235,7.8168,10.6186,4.3987,7.3,9.4049,4.6409,11.3066,6.9171,5.5895,1.8097,7.1026,3.8921,6.1462,7.6333,6.9559,7.8547,10.4443,7.1851,9.0344,6.5949,8.2114,9.8069,7.8203,7.7065,7.1379,2.6294,8.8021,10.9676,4.2611,7.949,4.4607,9.0372,5.6737,9.7088,10.022,10.2454
"ADM",7.2843,9.3331,8.0332,10.5927,7.678,10.084,7.7795,4.9059,7.5005,7.7662,6.6853,10.9326,7.6576,9.2461,6.7324,8.3231,10.2663,7.4004,9.8335,9.8094,11.708,10.8697,10.5658,7.6174,8.294,7.5812,8.9614,7.0217,11.8503,10.9037,12.5759,10.7758,10.6434,7.7908,8.9611,5.5712,8.0864,7.3659,7.6487,6.758,6.6809,11.0045,8.6775,9.4138,8.6549,10.7555,9.6378,9.7189,8.4931,8.2942,8.5777,9.0121,7.5737,11.4331,9.3897,8.532,7.4249,10.7798,11.4527,9.9075,9.2574,11.4744,10.0561,10.4066,8.7192,8.794,10.1208,9.8233,7.6797,7.6603,11.5379,7.5879,7.8608,10.5307,8.455,6.4078,10.9286,8.1751,7.0681,12.6791,10.3118,5.7,7.7257,6.4045,8.4177,7.6685,9.4466
"ADORA2B",4.9197,7.5117,5.5452,7.0765,6.48,7.621,6,3.5761,7.8217,4.1398,4.9018,6.1212,4.5695,5.2267,4.8892,3.4889,4.2489,3.7735,7.6489,7.5341,8.0975,6.128,6.1776,6.4574,3.981,3.4134,3.8069,2.272,8.034,6.7859,7.2786,9.0568,5.1008,2.9322,6.1438,4.1534,8.475,5.0372,5.0412,4.8035,7.0868,5.343,4.2263,5.1256,5.6285,5.331,5.3205,4.7093,3.8639,3.2119,3.934,7.2922,6.3961,6.7736,5.694,6.4469,7.1062,4.693,5.3848,5.0072,5.2292,4.8421,6.5215,3.5039,5.75,5.2518,6.6955,5.7985,3.7816,3.709,6.331,4.0679,6.636,5.9936,6.0252,5.4618,9.5008,4.4858,2.2221,8.6997,6.2951,3.1048,5.3044,3.9596,4.7324,3.706,7.3248
"ADRA2A",7.2149,6.4115,6.4002,7.1125,9.6893,5.6985,7.0155,8.7577,5.8746,7.6205,3.0736,6.7142,9.1036,12.6746,10.2338,7.7563,6.1391,7.9366,6.4736,4.4141,7.6774,6.1744,9.1421,8.8641,9.6002,5.267,7.3365,7.0818,7.5625,4.7174,8.2182,6.4451,6.2206,5.6259,9.7117,6.1509,4.6116,6.7502,5.8124,9.0136,3.0718,6.9041,6.6075,7.9538,7.4245,5.5955,3.2717,7.8,7.204,9.1035,8.4294,8.8723,5.5022,3.9529,7.0698,7.1273,9.6407,8.6893,5.2779,6.9204,6.646,8.7698,5.8928,8.6049,9.1678,4.6708,6.0414,5.3741,6.0522,5.3866,5.386,8.1037,10.1663,5.6228,8.3389,6.4819,8.8225,8.3313,6.5145,9.3372,2.3285,8.032,8.1691,5.9744,6.4415,8.0384,1.787
"ADRA2C",9.153,5.7421,7.6494,4.8944,7.9682,5.6985,5.5535,4.0181,6.7718,5.7433,5.5569,5.823,7.4895,5.5614,5.3353,7.1538,5.6702,7.782,5.4836,6.3297,7.0288,5.7442,8.2244,6.2566,4.9345,7.5643,5.1419,4.3326,7.2448,6.4101,8.8123,7.7256,8.0063,4.0872,4.4223,4.6709,5.7795,1.9205,4.9682,5.3124,7.4564,5.1123,3.9499,4.3964,5.0813,9.9699,7.9325,5.0454,6.4669,7.5284,5.8266,7.6384,3.5113,6.0019,6.4771,5.8798,5.2971,5.7473,6.8315,7.6428,7.3906,7.5872,5.7609,4.0458,5.9847,7.0449,4.0102,6.0372,4.476,6.0691,4.2692,6.6606,7.1907,6.4223,6.4299,5.9005,8.1814,3.8599,4.4844,6.2426,9.721,2.9464,6.2478,4.081,5.8742,10.1652,6.7891
"AEBP1",13.7902,13.4337,13.2908,12.6907,14.8664,11.3041,11.82,12.4316,14.0684,11.7163,11.6068,15.9344,14.9308,15.7305,13.0855,12.5914,13.716,13.0135,11.054,13.1589,12.6004,13.7376,15.7005,14.7619,14.2681,12.7957,13.7906,13.3325,13.6978,12.471,13.4217,13.0593,13.1535,13.9607,14.1197,13.6033,12.5269,9.1957,12.4885,14.634,15.4068,11.9628,11.0738,14.8538,13.6994,11.6262,12.3656,13.1411,12.7174,13.6396,15.8302,12.9721,13.8035,13.9633,15.2468,15.454,13.0924,12.9022,13.3526,13.7484,15.1913,11.6337,14.3612,11.9892,16.2379,12.2252,13.8914,13.8741,14.3143,14.2113,13.3278,13.7234,13.8306,8.6347,13.8256,15.1327,14.204,14.148,13.7106,11.5732,9.6512,12.6474,13.3573,10.7055,11.051,13.4366,7.9078
"AFF3",6.8227,4.5885,8.2202,5.2114,8.805,6.1195,6.5864,4.8356,8.4138,8.4542,8.4435,4.5916,8.5557,6.3239,4.6749,5.4491,7.4886,8.0811,8.3277,5.9618,9.3757,6.3637,7.2811,8.9594,7.3977,6.7836,4.8089,6.646,10.1135,6.4101,6.3924,6.664,6.2862,4.5862,7.5951,9.3628,3.3756,6.6565,8.3304,8.0681,4.8863,5.0086,6.1951,5.0651,9.4813,5.375,0,7.1809,6.8098,6.7688,7.107,8.0488,7.2698,6.6912,6.6274,7.64,8.2496,9.7907,7.2355,7.9218,6.9764,5.938,5.7723,6.9473,7.1174,7.0874,9.7417,6.0912,7.6069,5.9799,7.3784,8.6877,10.483,8.5941,7.6458,5.8869,7.1685,7.6602,7.8462,8.6997,6.4297,4.0577,9.1098,6.5656,6.2006,10.4131,6.0006
"AG2",5.565,7.0686,5.3318,8.7224,7.4351,6.9179,3.8151,4.453,9.5553,6.946,8.8788,11.7395,6.7064,10.4347,8.8933,9.001,8.5454,8.5729,8.1165,7.9594,14.0054,7.8271,12.2345,5.8298,8.0267,5.6336,8.8983,8.7162,8.9688,8.5503,7.7775,8.1696,8.7269,5.8859,6.3525,6.4251,8.5671,7.8789,9.0911,9.6503,8.0588,9.6117,7.6579,7.9648,6.9271,6.1326,9.1211,8.3498,6.9108,5.7105,10.2676,10.8644,7.4448,6.8399,10.8567,10.5446,6.7402,11.8867,10.8665,9.1331,8.1229,11.2379,12.1919,8.0858,9.6974,7.2608,5.4008,6.1261,10.1107,6.6427,7.1164,6.0858,7.3002,4.7262,4.8352,10.3953,11.086,6.7948,5.9278,6.2036,6.466,6.9011,8.6477,7.4792,7.6351,8.0775,6.2399
"AGAP11",6.3911,5.5713,6.7583,3.3584,5.883,1.9177,7.8507,7.4813,6.5964,7.5103,7.1616,5.214,5.282,5.6912,5.1811,6.7027,7.7611,6.8802,4.642,3.2475,5.6558,8.235,7.5218,5.4268,5.5394,3.6452,5.5306,6.5246,1.9553,3.263,2.4883,3.5641,2.8573,3.3735,5.6665,6.8239,2.9342,9.0974,2.0864,5.1491,2.5267,4.2475,8.5489,6.2294,7.4889,5.668,0,4.8071,6.4107,4.6891,5.7299,6.7692,7.1371,3.816,5.8245,7.6228,7.8938,4.4524,5.101,7.7621,3.4147,6.35,3.8054,6.6017,6.1008,2.8709,6.2942,2.5866,3.4018,8.1757,3.7371,9.3664,8.4415,6.2816,7.0052,6.1708,3.741,6.6131,7.3906,3.9956,7.4817,10.0797,4.4019,2.6914,3.4001,6.5698,3.9407
"AGTR1",2.5553,10.8298,5.2046,3.823,4.2365,1.512,5.1805,4.0181,8.6971,2.5429,1.3572,6.763,4.6339,4.5916,7.6615,5.2942,9.3992,4.9902,4.9025,5.3799,7.5897,4.2456,9.5035,12.1333,11.9305,5.1207,11.6886,9.1362,5.579,2.9421,4.5372,1.983,1.2559,1.118,5.8997,3.7523,3.0746,12.5988,4.237,10.8566,3.3958,4.2475,10.7313,8.1581,11.2535,2.5812,1.4497,10.3845,4.3207,5.0649,10.4854,8.5954,9.6876,8.8333,5.8243,9.9917,4.7012,12.7523,5.08,4.9887,5.6346,6.3674,4.8643,11.1701,7.5381,8.8859,3.9817,11.2886,4.51,5.0534,8.5853,7.4113,5.5913,10.8332,7.351,4.9637,5.3542,11.0594,11.6203,3.4721,6.1317,9.2241,2.7732,8.7815,5.0805,7.9093,3.2332
"AHNAK2",13.4912,12.5659,10.8908,7.4744,11.4786,11.9108,11.0588,11.256,12.0513,8.271,11.1202,10.0535,12.9478,10.5149,11.3217,9.5051,9.7421,10.7692,11.5873,11.2345,6.5682,12.6054,10.7433,13.2477,11.9696,9.7159,12.19,12.4416,11.0492,12.0288,12.1993,11.0796,12.5917,9.8255,12.3179,10.1012,12.7148,13.0687,10.5958,10.4784,9.0329,9.5961,9.1039,13.1787,11.8173,13.7086,7.6511,12.6749,10.6804,10.8794,10.1314,8.8212,9.4803,13.3097,7.9935,10.4325,14.0347,8.7219,11.2304,12.8686,12.9575,10.7191,10.5986,12.523,11.835,11.9307,13.5302,10.9494,10.2475,10.9031,11.9181,11.6206,13.0931,11.7708,9.7896,10.8399,13.5655,12.3703,12.1285,11.8834,12.4767,12.1991,12.4437,9.2227,9.6455,7.5059,12.112
"AKAP2",7.5371,8.8563,8.9777,10.9493,9.598,10.4052,10.7567,8.4274,10.5578,8.5851,10.4405,11.4553,11.1599,11.1346,9.2001,9.2693,8.7822,9.9068,13.5591,10.701,12.4171,10.6559,8.9165,10.5407,10.3402,9.9325,11.1141,9.9146,10.5565,10.3084,10.1312,10.6326,0,9.9047,9.6451,10.5125,10.3456,8.4299,7.1174,8.2418,7.9012,10.7083,9.2204,10.5234,11.167,6.2174,4.4188,10.4539,9.1725,7.6674,9.6533,10.1686,9.642,11.0971,10.9977,8.6863,9.7225,10.4697,9.6703,11.7676,10.5277,12.2024,10.739,11.0665,9.6323,7.6165,10.7269,9.387,10.7322,10.2888,11.1816,9.5197,10.7832,9.9171,10.1273,10.4697,10.8852,11.025,9.1665,11.4652,8.5686,8.6957,9.5751,10.1682,10.6657,6.0414,11.4911
"AKR1C1",5.8658,6.7169,5.6024,4.7452,3.3111,2.8113,7.059,7.4344,6.9346,3.7943,7.8638,5.4703,4.2381,5.192,7.9658,5.7164,4.923,6.7159,4.1174,10.0383,9.8214,3.0899,7.6513,6.444,5.0044,4.0847,6.7066,4.6091,5.0982,6.853,1.8136,3.4388,5.0105,4.783,7.891,4.4978,8.6296,7.4172,5.6967,6.8376,6.4472,3.4056,8.1235,7.9731,4.8241,3.371,6.2541,6.2397,4.4154,6.2135,5.9174,7.7304,5.0294,0.952,6.1064,4.7543,8.0256,9.0216,4.4845,3.7772,3.5965,12.2553,6.958,4.0458,6.5294,2.3066,8.1988,4.1785,4.4054,3.4299,5.7924,6.6667,7.0846,6.2238,4.2208,5.7436,8.0723,6.3262,6.3405,3.8408,9.7732,4.7148,4.9703,7.2909,1.7185,6.6059,2.473
"ALDH1A1",7.5561,5.6953,6.361,11.1548,7.1429,7.8697,8.4774,8.1432,7.1978,8.6861,9.7697,8.7602,7.762,8.0401,7.4201,8.8155,5.0849,9.594,7.6268,6.6279,11.5274,7.5309,10.2582,5.9958,10.2354,8.1382,7.0156,7.387,8.0158,11.2915,8.073,9.7238,4.2514,8.5072,4.0179,9.2099,5.5818,6.2743,8.3304,7.3022,5.5557,8.8693,7.7792,6.676,7.5196,5.0069,8.4257,7.5306,7.0575,8.8939,8.045,11.7733,7.8893,6.2612,7.7852,6.9457,6.0999,10.2265,8.3782,8.5378,6.9599,9.6935,10.2659,7.4558,8.5363,3.0188,2.8673,4.7023,7.8489,8.2834,7.134,10.3279,8.6439,5.6666,10.7863,6.5263,6.5725,5.0573,8.5621,8.583,8.2659,5.9396,7.3637,7.8812,8.967,13.8333,8.6645
"ALDH1A2",13.8698,12.8493,13.4304,11.8967,13.6832,9.9721,13.2273,13.0363,12.9055,13.6068,10.82,8.9513,13.8761,11.7434,13.1573,13.1262,13.8502,13.4494,11.1097,12.6804,9.1503,13.5182,12.6464,13.7617,13.5326,13.7242,13.348,12.8017,5.4495,12.6458,13.1771,10.0667,12.7962,13.6329,12.4118,13.5401,6.2185,12.9842,13.2194,13.0916,5.1238,13.7411,11.7132,12.0129,13.2247,13.4785,4.8861,12.9297,10.9259,13.0998,12.0322,14.6351,13.2065,13.3083,12.7765,13.2055,8.0953,13.4001,13.5878,14.0675,10.2439,12.9555,7.0361,12.8006,12.4156,12.2741,12.5273,13.1063,12.9658,13.6052,13.3947,13.3315,12.7214,13.8517,14.6528,11.8897,6.7326,13.6572,13.3903,13.6596,11.6161,14.2391,12.8895,14.819,15.0012,8.6008,12.8887
"ALDH1A3",8.4932,11.0176,10.7686,11.6173,10.9499,11.0886,8.9936,9.9322,9.6888,9.7889,3.939,10.4346,8.7213,12.8483,13.3895,8.9612,12.4009,8.5515,10.3572,11.7872,11.9523,13.8235,10.242,9.3685,8.7022,8.1632,13.5794,8.7839,10.1492,8.7274,12.4748,8.2728,6.2432,9.0587,10.0094,8.3517,11.154,13.0464,9.3713,12.0414,8.6604,10.8305,11.3195,9.2875,13.2746,4.6755,2.4139,9.8876,14.4663,6.2945,11.153,11.3076,14.2882,9.7009,11.8794,7.9253,7.358,11.506,7.9987,14.4735,9.284,11.556,11.5485,13.8323,12.7586,10.1334,11.6764,12.7485,10.5328,9.7612,10.0258,7.0465,11.1211,8.7938,12.099,11.5665,11.1439,10.9732,8.7192,10.5811,7.2254,14.9046,11.3354,9.1877,9.6043,8.3489,12.3596
"ALDH1L1",7.7194,4.2101,6.8414,0.9813,5.3976,2.2339,7.9557,6.6343,1.6673,9.136,6.4607,3.949,7.314,1.8745,3.4888,4.197,4.8216,7.2584,5.9509,4.0132,2.431,4.4098,6.8521,4.2125,5.5276,6.7981,3.5105,2.965,1.7921,0,1.4205,0.9887,5.9879,2.1736,5.5094,9.0467,2.6041,1.1334,10.3523,4.6491,5.1455,6.7678,7.874,9.9466,6.0315,8.2588,12.6517,8.5965,4.4154,8.8686,6.3098,6.6656,5.3182,3.4957,4.8648,5.0907,4.3334,6.5546,7.9923,3.067,1.0523,7.6978,1.6616,5.7781,3.596,1.752,7.4728,7.4233,2.5316,6.9947,2.5051,6.9009,6.3301,8.3008,5.7874,4.363,5.0756,3.9326,6.4043,4.2912,9.7708,9.4641,6.3597,6.2231,8.937,5.9555,5.7608
"ALDH1L2",5.4081,4.9291,5.9138,7.2248,7.0104,5.5638,5.8692,5.9274,5.8339,5.2885,5.3923,11.02,7.8288,9.4021,6.2703,7.0607,6.1072,6.7707,8.7083,6.6493,5.2607,6.3977,7.7387,6.5482,7.3748,4.6937,7.637,6.8933,6.9076,6.9509,5.9095,9.0937,4.7377,5.0778,7.6067,6.3164,8.6964,3.5042,4.8649,7.2539,7.4992,6.52,5.3773,9.4953,8.2565,3.371,5.7027,7.5017,4.8814,6.225,8.5136,6.8408,6.9753,5.8348,9.7803,6.8231,4.2551,7.5996,5.4187,8.094,8.0624,6.0606,8.9767,6.5561,10.1552,4.1991,7.0579,5.4722,7.4315,6.4942,7.2392,6.9858,7.4831,3.7995,8.0536,8.778,7.6068,8.9822,5.2113,6.2036,3.8969,6.2673,2.3463,5.866,5.7771,1.7698,4.9098
"ALDH8A1",4.0218,5.4913,3.5791,4.0091,5.3976,3.5422,10.7246,2.8431,4.2445,4.3055,2.7776,2.2051,8.4277,2.1876,6.1193,7.6517,5.4158,6.1347,2.5716,6.8704,3.5827,6.0447,6.0468,11.386,8.1589,7.9985,10.0929,4.6091,2.4636,7.182,1.9762,2.9801,5.9398,4.3022,5.0659,10.5545,4.1854,2.626,4.1072,3.4489,4.6933,5.285,4.6843,8.5506,6.6282,6.9069,1.847,9.6108,5.45,8.4214,7.0429,3.027,4.0337,5.8698,4.7048,5.6275,1.8722,4.385,8.9895,6.4715,5.4342,9.1307,3.5091,6.1894,3.4641,7.6377,4.6029,9.175,2.6584,5.5371,2.5051,8.7157,2.9835,4.767,4.3784,3.2312,2.7195,5.2828,4.7032,4.9489,3.4428,4.6525,2.7732,2.8815,6.1549,3.5165,3.2332
"ALOX12P2",6.5776,6.9932,5.7913,5.6911,7.1173,0,7.3528,6.8926,6.728,7.3344,6.4923,2.415,6.5147,4.161,6.683,6.5939,8.7034,8.5312,3.0404,7.2972,2.9239,6.4417,6.8521,6.7693,6.9703,7.3045,8.0502,7.54,1.4017,8.1818,4.982,2.4409,7.779,7.9242,5.8082,7.9577,3.1401,6.0759,9.2315,3.51,3.2429,6.7571,7.2352,4.9133,5.1753,5.9984,4.8861,5.9926,8.4685,6.0688,3.8898,7.4081,6.4343,6.9959,6.3422,6.2594,4.4433,8.7671,10.1034,7.0555,7.1537,7.9084,2.9861,5.1664,8.2711,7.1205,7.607,5.8927,8.9671,8.0403,5.5651,6.9009,6.8952,6.9779,7.203,6.9086,2.3192,5.0734,7.4371,3.6216,6.9697,7.069,7.8013,8.1027,7.5728,6.0634,3.7661
"ALPK2",5.1353,5.0078,6.2364,5.1533,7.0433,10.9105,3.2805,7.2576,6.0507,1.6533,3.8745,10.0969,6.8955,8.9725,5.3534,5.6022,3.9459,6.3095,9.6827,6.875,3.9842,4.3648,8.5813,7.5246,4.8983,2.7159,4.5772,5.4305,9.4891,4.9357,10.5708,9.5874,5.7105,5.1589,9.7296,4.3011,6.8711,4.5413,5.9825,7.8432,8.952,6.4491,2.3775,8.7951,6.5799,2.4226,3.1362,4.3042,3.7228,4.2259,7.6309,9.6531,3.9089,5.9263,9.1498,7.9433,0,5.5623,4.3502,7.2468,8.585,3.6287,8.6406,5.8006,4.8041,8.0088,8.6762,7.1244,6.195,4.0962,6.3157,4.2076,7.0027,6.8121,7.203,9.0257,6.1864,5.8693,2.0196,9.8858,7.3902,4.9102,2.5755,3.8272,4.6903,3.5165,6.7285
"ALPL",6.4425,6.2015,6.8126,7.8237,5.5118,8.6207,7.9136,5.5424,5.9902,6.0999,8.2199,10.5628,8.0747,9.0028,10.3468,8.9278,5.8223,8.923,10.1126,7.6842,13.7792,5.0308,9.2741,5.6656,8.8652,6.0682,8.5009,6.5575,10.2714,9.0885,7.3982,6.8601,8.1114,7.1202,6.2959,6.3507,8.5264,4.114,9.3196,7.6189,9.6082,9.0058,5.2767,10.2632,7.3969,6.2435,8.0408,8.9541,12.1303,8.3291,8.1931,9.4777,5.0294,3.7169,8.79,6.0177,10.8285,9.1446,7.7405,8.4559,6.6563,8.3367,10.5473,7.5845,8.7496,7.4288,4.2197,4.9754,5.1727,6.1531,6.7165,7.6626,9.1975,5.95,9.5922,7.7195,9.3781,7.9504,5.5678,9.6502,9.5471,4.9315,5.4269,8.6174,7.8413,9.7179,5.593
"AMIGO2",6.8761,6.7052,10.5367,8.2908,8.1975,6.8673,7.1342,8.5917,6.8823,7.2706,8.5555,10.1855,7.3576,10.2978,6.3982,6.7264,7.6818,7.9499,6.3712,7.4329,8.9112,7.2932,8.4353,6.6514,6.3802,7.3932,6.2252,8.3845,10.4054,9.6017,8.2856,11.0819,5.3666,5.7035,6.5018,9.1169,12.7202,6.3746,7.9337,9.3423,8.0499,7.4308,4.7103,7.3522,6.5452,5.737,4.5553,6.8784,6.3638,7.9147,9.9999,8.4893,7.1872,10.0465,8.287,9.5921,5.8829,9.1522,6.9231,8.1325,8.5796,6.6057,9.5599,7.3027,9.2502,7.0188,8.3924,6.6952,8.5853,7.1133,11.1238,6.4376,8.4245,6.5507,9.952,9.8964,8.7018,8.9747,7.364,8.3457,6.5971,8.8081,9.3775,5.9951,6.0746,6.8565,8.1296
"AMPH",5.8199,2.9695,5.4856,4.0091,5.9307,9.0542,4.265,4.484,3.3574,2.5429,6.6853,8.1901,5.9461,7.3779,4.1597,4.3621,4.3973,4.7443,9.0798,4.0778,2.8156,4.2205,5.9402,5.0541,5.8551,3.1372,6.3221,4.8409,9.1765,4.5511,5.879,3.1497,4.6205,3.7945,5.0883,4.9649,5.2963,1.7603,5.7265,5.029,2.77,4.6889,3.4928,5.7165,5.5405,5.1904,8.8826,4.8532,5.8901,5.8647,5.9064,6.997,2.2074,3.1609,7.0958,8.0371,6.9222,4.7474,4.4845,5.6846,7.305,4.9382,5.6779,5.6353,8.4904,6.0728,3.043,4.3057,4.8395,4.1439,3.1132,5.0431,5.5565,4.2664,7.7036,5.7586,6.1864,6.5039,4.4034,6.9231,6.3085,3.5526,7.4015,2.349,3.1729,5.7339,7.0515
